2	RNU1-28P-201|snRNA	98.675	151	1	1	2	152	15	164	1.54e-71	267
2	RNU1-27P-201|snRNA	98.675	151	1	1	2	152	15	164	1.54e-71	267
2	U1.27-201|snRNA	98.675	151	1	1	2	152	15	164	1.54e-71	267
2	RNVU1-18-201|snRNA	98.675	151	1	1	2	152	15	164	1.54e-71	267
2	RNU1-2-201|snRNA	98.675	151	1	1	2	152	15	164	1.54e-71	267
2	RNU1-4-201|snRNA	98.675	151	1	1	2	152	15	164	1.54e-71	267
2	RNU1-3-201|snRNA	98.675	151	1	1	2	152	15	164	1.54e-71	267
2	RNU1-1-201|snRNA	98.675	151	1	1	2	152	15	164	1.54e-71	267
2	RNVU1-7-201|snRNA	98.013	151	2	1	2	152	15	164	7.17e-70	261
2	U1.40-201|snRNA	98.013	151	2	1	2	152	15	164	7.17e-70	261
2	U1.22-201|snRNA	97.351	151	3	1	2	152	15	164	3.34e-68	255
2	RNU1-89P-201|snRNA	95.364	151	6	1	2	152	15	164	3.36e-63	239
2	RNU1-13P-201|snRNA	95.364	151	4	2	2	152	15	162	1.21e-62	237
2	RNU1-67P-201|snRNA	95.270	148	6	1	2	149	15	161	1.56e-61	233
2	RNU1-11P-201|snRNA	95.238	147	7	0	6	152	18	164	1.56e-61	233
2	RNVU1-1-201|snRNA	94.702	151	7	1	2	152	15	164	1.56e-61	233
2	U1.41-201|snRNA	92.763	152	9	2	2	152	15	165	4.38e-57	219
2	RNVU1-17-201|snRNA	92.715	151	10	1	2	152	15	164	1.57e-56	217
2	RNU1-83P-201|snRNA	92.667	150	10	1	2	151	15	163	5.66e-56	215
2	RNU1-19P-201|snRNA	91.447	152	10	2	1	152	17	165	3.41e-53	206
2	RNU1-148P-201|snRNA	90.728	151	12	2	2	152	14	162	1.59e-51	200
2	CH17-373J23.1-001|lncRNA	91.156	147	11	2	2	147	15	160	5.70e-51	198
2	RNVU1-14-201|snRNA	91.156	147	11	2	2	147	15	160	5.70e-51	198
2	RNVU1-19-201|snRNA	90.260	154	11	3	2	152	15	167	5.70e-51	198
2	RNU1-39P-201|snRNA	90.132	152	13	2	2	152	15	165	2.05e-50	196
2	U1.30-201|snRNA	89.474	152	14	2	2	152	15	165	9.54e-49	191
2	RNU1-136P-201|snRNA	89.796	147	14	1	2	148	15	160	1.23e-47	187
2	RNU1-63P-201|snRNA	89.726	146	15	0	6	151	18	163	1.23e-47	187
2	RNU1-42P-201|snRNA	90.210	143	11	3	2	144	15	154	1.60e-46	183
2	RNU1-14P-201|snRNA	90.647	139	11	2	2	139	15	152	1.60e-46	183
2	RNU1-46P-201|snRNA	87.755	147	18	0	6	152	18	164	3.46e-43	172
2	RNU1-16P-201|snRNA	88.406	138	16	0	3	140	15	152	1.61e-41	167
2	RNU1-77P-201|snRNA	86.000	150	18	3	2	151	15	161	9.68e-39	158
2	RNU1-88P-201|snRNA	94.624	93	4	1	2	94	15	106	2.71e-34	143
2	RNU1-132P-201|snRNA	84.286	140	21	1	13	152	25	163	4.54e-32	135
2	RNU1-22P-201|snRNA	89.320	103	11	0	50	152	56	158	2.11e-30	130
2	RNU1-117P-201|snRNA	85.714	112	11	1	36	147	47	153	2.13e-25	113
6	RNU1-28P-201|snRNA	98.013	151	2	1	2	152	15	164	7.17e-70	261
6	RNU1-27P-201|snRNA	98.013	151	2	1	2	152	15	164	7.17e-70	261
6	U1.27-201|snRNA	98.013	151	2	1	2	152	15	164	7.17e-70	261
6	RNVU1-18-201|snRNA	98.013	151	2	1	2	152	15	164	7.17e-70	261
6	RNU1-2-201|snRNA	98.013	151	2	1	2	152	15	164	7.17e-70	261
6	RNU1-4-201|snRNA	98.013	151	2	1	2	152	15	164	7.17e-70	261
6	RNU1-3-201|snRNA	98.013	151	2	1	2	152	15	164	7.17e-70	261
6	RNU1-1-201|snRNA	98.013	151	2	1	2	152	15	164	7.17e-70	261
6	RNVU1-7-201|snRNA	97.351	151	3	1	2	152	15	164	3.34e-68	255
6	U1.40-201|snRNA	97.351	151	3	1	2	152	15	164	3.34e-68	255
6	U1.22-201|snRNA	96.689	151	4	1	2	152	15	164	1.55e-66	250
6	RNU1-89P-201|snRNA	94.702	151	7	1	2	152	15	164	1.56e-61	233
6	RNU1-13P-201|snRNA	94.702	151	5	2	2	152	15	162	5.62e-61	231
6	RNU1-67P-201|snRNA	94.595	148	7	1	2	149	15	161	7.27e-60	228
6	RNU1-11P-201|snRNA	94.558	147	8	0	6	152	18	164	7.27e-60	228
6	RNVU1-1-201|snRNA	94.040	151	8	1	2	152	15	164	7.27e-60	228
6	U1.41-201|snRNA	92.105	152	10	2	2	152	15	165	2.04e-55	213
